Year,Date,SectionID,text,fallacy,subcategory,Speaker,real_date
1996,06Oct,10,"You're not going to have the opportunities; there are going to be more deficits, more drugs, more crime, and less confidence in the American people.",AppealtoEmotion,Appeal to fear,DOLE,6 10 1996
1996,06Oct,10,"We are the greatest country on the face of the earth. We do more good things for more people in our communities, our neighborhoods, than anywhere that I know of.",AppealtoEmotion,Flag waving,DOLE,6 10 1996
1996,06Oct,10,"We are the greatest country on the face of the earth. We do more good things for more people in our communities, our neighborhoods, than anywhere that I know of.",AppealtoEmotion,Flag waving,DOLE,6 10 1996
1996,06Oct,10,"We are the greatest country on the face of the earth. We do more good things for more people in our communities, our neighborhoods, than anywhere that I know of.",AppealtoEmotion,Flag waving,DOLE,6 10 1996
2004,30Sep,6,"I believe America's best days are ahead of us because I believe that the future belongs to freedom, not to fear.  That's the country that I'm going to fight for.",AppealtoEmotion,Flag waving,KERRY,30 9 2004
2004,30Sep,6,"I believe America's best days are ahead of us because I believe that the future belongs to freedom, not to fear.  That's the country that I'm going to fight for.",AppealtoEmotion,Flag waving,KERRY,30 9 2004
2004,30Sep,6,"If America shows uncertainty or weakness in this decade, the world will drift toward tragedy.",Slipperyslope,Slippery slope,BUSH,30 9 2004
2004,05Oct,6,marriage penalty,AppealtoEmotion,Loaded Language,CHENEY,5 10 2004
2004,05Oct,6,we have gone from a $5 trillion projected surplus when George Bush took office to a $3 trillion projected deficit.,FalseCause,False cause,EDWARDS,5 10 2004
2000,05Oct,14,"It's not the government's money, it's your money. You're entitled to it, and we would like to see to it that we provide tax relief for everybody who pays taxes.",AppealtoAuthority,Appeal to popular opinion,CHENEY,5 10 2000
2000,05Oct,14,"It's not the government's money, it's your money. You're entitled to it, and we would like to see to it that we provide tax relief for everybody who pays taxes.",AppealtoAuthority,Appeal to popular opinion,CHENEY,5 10 2000
2000,05Oct,14,"It's not the government's money, it's your money. You're entitled to it, and we would like to see to it that we provide tax relief for everybody who pays taxes.",AppealtoAuthority,Appeal to popular opinion,CHENEY,5 10 2000
2000,05Oct,14,"It's not the government's money, it's your money. You're entitled to it, and we would like to see to it that we provide tax relief for everybody who pays taxes.",AppealtoAuthority,Appeal to popular opinion,CHENEY,5 10 2000
1976,22Oct,8,"We've got an extraordinarily high unemployment rate among downtown urban ghetto areas, uh - particularly among the very poor and particularly among minority groups, sometimes 50 or 60 percent.",AppealtoEmotion,Appeal to pity,CARTER,22 10 1976
1976,22Oct,8,"""Ford to New York: Drop Dead.""",Slogans,Slogan,CARTER,22 10 1976
1976,06Oct,3,embarrassment,AppealtoEmotion,Loaded Language,CARTER,6 10 1976
1976,06Oct,3,a bluffing statement,AppealtoEmotion,Loaded Language,CARTER,6 10 1976
1976,06Oct,3,very damaging,AppealtoEmotion,Loaded Language,CARTER,6 10 1976
1976,06Oct,3,"If we can just tap the intelligence and ability, the sound common sense and the good judgment of the American people, we can once again have a foreign policy to make us proud instead of ashamed.",AppealtoAuthority,Appeal to popular opinion,CARTER,6 10 1976
2004,05Oct,8,frivolous,AppealtoEmotion,Loaded Language,CHENEY,5 10 2004
2004,05Oct,8,"When the vice president was CEO of Halliburton, they took advantage of every offshore loophole available.",AdHominem,Circumstantial Ad hominem,EDWARDS,5 10 2004
1980,21Sep,1,You are robbing the American people of their savings.,AppealtoEmotion,Appeal to fear,REAGAN,21 9 1980
1992,15Oct,5,"And so I'm very proud of the way that came about and I think it's a very, very good beginning.",AppealtoEmotion,Loaded Language,BUSH,15 10 1992
1992,15Oct,5,awful hard,AppealtoEmotion,Loaded Language,BUSH,15 10 1992
1992,15Oct,5,these deadly tenements,AppealtoEmotion,Loaded Language,BUSH,15 10 1992
1992,15Oct,5,This is not mud slinging. This is fact slinging -- a bill earlier this year.,AppealtoEmotion,Loaded Language,CLINTON,15 10 1992
1992,15Oct,5,This is not mud slinging. This is fact slinging -- a bill earlier this year.,AppealtoEmotion,Loaded Language,CLINTON,15 10 1992
1992,15Oct,5,"And we would target it especially in areas that have been either depressed or which have lost a lot of defense related jobs. There are 200,000 people in California, for example, who have lost their defense related jobs.",AppealtoEmotion,Appeal to pity,CLINTON,15 10 1992
1992,15Oct,5,"And we would target it especially in areas that have been either depressed or which have lost a lot of defense related jobs. There are 200,000 people in California, for example, who have lost their defense related jobs.",AppealtoEmotion,Appeal to pity,CLINTON,15 10 1992
1992,15Oct,5,The facts are though -- the facts are -- the American people are hurting. These people are hurting in the inner cities.,AppealtoEmotion,Flag waving,PEROT,15 10 1992
1992,15Oct,5,The facts are though -- the facts are -- the American people are hurting. These people are hurting in the inner cities.,AppealtoEmotion,Flag waving,PEROT,15 10 1992
1992,15Oct,5,And I need the help of everybody across this country to get it passed in a substantial way by the Congress.,AppealtoAuthority,Appeal to popular opinion,BUSH,15 10 1992
1992,15Oct,5,"Mr. Perot wants to do the same thing. I agree with him. I mean, we agree with that.",AppealtoAuthority,Appeal to popular opinion,CLINTON,15 10 1992
1992,15Oct,5,"Mr. Perot wants to do the same thing. I agree with him. I mean, we agree with that.",AppealtoAuthority,Appeal to popular opinion,CLINTON,15 10 1992
1992,15Oct,5,"Mr. Perot wants to do the same thing. I agree with him. I mean, we agree with that.",AppealtoAuthority,Appeal to popular opinion,CLINTON,15 10 1992
1992,15Oct,5,"I'm not a politician, but I think I could go to Washington in a week and get everybody holding hands and get this bill signed because I talk to the Democratic leaders and they want it. I talk to the Republican leaders and they want it.",AppealtoAuthority,Without Evidence,PEROT,15 10 1992
1992,15Oct,5,"I'm not a politician, but I think I could go to Washington in a week and get everybody holding hands and get this bill signed because I talk to the Democratic leaders and they want it. I talk to the Republican leaders and they want it.",AppealtoAuthority,Without Evidence,PEROT,15 10 1992
1992,15Oct,5,"I'm not a politician, but I think I could go to Washington in a week and get everybody holding hands and get this bill signed because I talk to the Democratic leaders and they want it. I talk to the Republican leaders and they want it.",AppealtoAuthority,Without Evidence,PEROT,15 10 1992
1992,15Oct,5,"I'm not a politician, but I think I could go to Washington in a week and get everybody holding hands and get this bill signed because I talk to the Democratic leaders and they want it. I talk to the Republican leaders and they want it.",AppealtoAuthority,Without Evidence,PEROT,15 10 1992
1992,15Oct,5,"That bill pays for these urban enterprise zones by asking the wealthiest Americans to pay a little more. And that's why he wants to veto it, just like he vetoed an earlier bill this year.",FalseCause,False cause,CLINTON,15 10 1992
1992,15Oct,5,"That bill pays for these urban enterprise zones by asking the wealthiest Americans to pay a little more. And that's why he wants to veto it, just like he vetoed an earlier bill this year.",FalseCause,False cause,CLINTON,15 10 1992
2000,17Oct,14,But I support the death penalty in the most heinous cases.,AppealtoEmotion,Loaded Language,GORE,17 10 2000
2012,16Oct,11,I care about 100 percent of the American people. I want 100 percent of the American people to have a bright and prosperous future.,AppealtoEmotion,Flag waving,ROMNEY,16 10 2012
2012,16Oct,11,I care about 100 percent of the American people. I want 100 percent of the American people to have a bright and prosperous future.,AppealtoEmotion,Flag waving,ROMNEY,16 10 2012
2012,16Oct,11,I care about 100 percent of the American people. I want 100 percent of the American people to have a bright and prosperous future.,AppealtoEmotion,Flag waving,ROMNEY,16 10 2012
2012,16Oct,11,the greatest engine of prosperity the world's ever known,AppealtoEmotion,Loaded Language,OBAMA,16 10 2012
2012,16Oct,11,"If I become president, I'll get America working again.",Slogans,Slogan,ROMNEY,16 10 2012
2004,13Oct,4,"And when I'm president, we're going to shut that loophole in a nanosecond and we're going to use that money to lower corporate tax rates in America for all corporations, 5 percent.",AppealtoEmotion,Loaded Language,KERRY,13 10 2004
2004,13Oct,4,"And when I'm president, we're going to shut that loophole in a nanosecond and we're going to use that money to lower corporate tax rates in America for all corporations, 5 percent.",AppealtoEmotion,Loaded Language,KERRY,13 10 2004
2004,13Oct,4,"I broke with my party in order to balance the budget, and Ronald Reagan signed into law the tax cut that we voted for.",AppealtoAuthority,False Authority,KERRY,13 10 2004
2004,13Oct,4,"I broke with my party in order to balance the budget, and Ronald Reagan signed into law the tax cut that we voted for.",AppealtoAuthority,False Authority,KERRY,13 10 2004
2004,13Oct,4,"But you know why the Pell Grants have gone up in their numbers? Because more people qualify for them because they don't have money.  But they're not getting the $5,100 the president promised them. They're getting less money.",FalseCause,False cause,KERRY,13 10 2004
2004,13Oct,4,"But you know why the Pell Grants have gone up in their numbers? Because more people qualify for them because they don't have money.  But they're not getting the $5,100 the president promised them. They're getting less money.",FalseCause,False cause,KERRY,13 10 2004
2004,13Oct,4,"But you know why the Pell Grants have gone up in their numbers? Because more people qualify for them because they don't have money.  But they're not getting the $5,100 the president promised them. They're getting less money.",FalseCause,False cause,KERRY,13 10 2004
2004,13Oct,4,"But you know why the Pell Grants have gone up in their numbers? Because more people qualify for them because they don't have money.  But they're not getting the $5,100 the president promised them. They're getting less money.",FalseCause,False cause,KERRY,13 10 2004
2004,13Oct,4,"But you know why the Pell Grants have gone up in their numbers? Because more people qualify for them because they don't have money.  But they're not getting the $5,100 the president promised them. They're getting less money.",FalseCause,False cause,KERRY,13 10 2004
2004,13Oct,4,"But you know why the Pell Grants have gone up in their numbers? Because more people qualify for them because they don't have money.  But they're not getting the $5,100 the president promised them. They're getting less money.",FalseCause,False cause,KERRY,13 10 2004
2004,13Oct,4,My opponent talks about fiscal sanity. His record in the United States Senate does not match his rhetoric.  He voted to increase taxes 98 times and to bust the budget 277 times.,AdHominem,Circumstantial Ad hominem,BUSH,13 10 2004
2004,13Oct,4,My opponent talks about fiscal sanity. His record in the United States Senate does not match his rhetoric.  He voted to increase taxes 98 times and to bust the budget 277 times.,AdHominem,Circumstantial Ad hominem,BUSH,13 10 2004
2004,13Oct,4,My opponent talks about fiscal sanity. His record in the United States Senate does not match his rhetoric.  He voted to increase taxes 98 times and to bust the budget 277 times.,AdHominem,Circumstantial Ad hominem,BUSH,13 10 2004
1960,26Sep,5,I would say that the people now have the opportunity to evaluate his as against mine and I think both he and I are going to abide by whatever the people decide.,AppealtoAuthority,Appeal to popular opinion,NIXON,26 9 1960
1960,26Sep,5,I would say that the people now have the opportunity to evaluate his as against mine and I think both he and I are going to abide by whatever the people decide.,AppealtoAuthority,Appeal to popular opinion,NIXON,26 9 1960
1976,22Oct,13,I violently disagree with your assessment.,AppealtoEmotion,Loaded Language,FORD,22 10 1976
1976,22Oct,13,a tremendous increase,AppealtoEmotion,Loaded Language,FORD,22 10 1976
1976,22Oct,13,"With all due respect to President Ford, I think he ought to be ashamed of mentioning that statement, because we have the highest unemployment rate now than we had at any time between the Great Depression caused by Herbert Hoover and the time President Ford took office.",AppealtoEmotion,Appeal to pity,CARTER,22 10 1976
1976,22Oct,13,"With all due respect to President Ford, I think he ought to be ashamed of mentioning that statement, because we have the highest unemployment rate now than we had at any time between the Great Depression caused by Herbert Hoover and the time President Ford took office.",AppealtoEmotion,Appeal to pity,CARTER,22 10 1976
1976,22Oct,13,"With all due respect to President Ford, I think he ought to be ashamed of mentioning that statement, because we have the highest unemployment rate now than we had at any time between the Great Depression caused by Herbert Hoover and the time President Ford took office.",AppealtoEmotion,Appeal to pity,CARTER,22 10 1976
1976,22Oct,13,"With all due respect to President Ford, I think he ought to be ashamed of mentioning that statement, because we have the highest unemployment rate now than we had at any time between the Great Depression caused by Herbert Hoover and the time President Ford took office.",AppealtoEmotion,Appeal to pity,CARTER,22 10 1976
1976,22Oct,13,"With all due respect to President Ford, I think he ought to be ashamed of mentioning that statement, because we have the highest unemployment rate now than we had at any time between the Great Depression caused by Herbert Hoover and the time President Ford took office.",AppealtoEmotion,Appeal to pity,CARTER,22 10 1976
1976,22Oct,13,"With all due respect to President Ford, I think he ought to be ashamed of mentioning that statement, because we have the highest unemployment rate now than we had at any time between the Great Depression caused by Herbert Hoover and the time President Ford took office.",AppealtoEmotion,Appeal to pity,CARTER,22 10 1976
1976,22Oct,13,And I think this shows a callous indifference to the families that have suffered so much.,AppealtoEmotion,Appeal to pity,CARTER,22 10 1976
1976,22Oct,13,That is a very serious indictment of this administration. It's probably the worst one of all.,AppealtoEmotion,Appeal to pity,CARTER,22 10 1976
1976,22Oct,13,That is a very serious indictment of this administration. It's probably the worst one of all.,AppealtoEmotion,Appeal to pity,CARTER,22 10 1976
1976,22Oct,13,That is a very serious indictment of this administration. It's probably the worst one of all.,AppealtoEmotion,Appeal to pity,CARTER,22 10 1976
1976,22Oct,13,Under the present administration - Nixon's and Ford's - we've had three times the inflation rate that we experienced under President Johnson and President Kennedy. The economic growth is less than half today what it was at the beginning of this year. And housing starts - he compares the housing starts with last year.,FalseCause,False cause,CARTER,22 10 1976
1976,22Oct,13,Under the present administration - Nixon's and Ford's - we've had three times the inflation rate that we experienced under President Johnson and President Kennedy. The economic growth is less than half today what it was at the beginning of this year. And housing starts - he compares the housing starts with last year.,FalseCause,False cause,CARTER,22 10 1976
1976,22Oct,13,Under the present administration - Nixon's and Ford's - we've had three times the inflation rate that we experienced under President Johnson and President Kennedy. The economic growth is less than half today what it was at the beginning of this year. And housing starts - he compares the housing starts with last year.,FalseCause,False cause,CARTER,22 10 1976
2004,13Oct,5,The president has never said whether or not he would do that. But we know from the people he's tried to appoint to the court he wants to.,AdHominem,Circumstantial Ad hominem,KERRY,13 10 2004
2004,13Oct,5,The president has never said whether or not he would do that. But we know from the people he's tried to appoint to the court he wants to.,AdHominem,Circumstantial Ad hominem,KERRY,13 10 2004
2004,13Oct,5,"I've met people who struggled with this for years, people who were in a marriage because they were living a sort of convention, and they struggled with it.",AppealtoEmotion,Appeal to pity,KERRY,13 10 2004
2004,13Oct,5,"I've met people who struggled with this for years, people who were in a marriage because they were living a sort of convention, and they struggled with it.",AppealtoEmotion,Appeal to pity,KERRY,13 10 2004
2004,13Oct,5,"I've met people who struggled with this for years, people who were in a marriage because they were living a sort of convention, and they struggled with it.",AppealtoEmotion,Appeal to pity,KERRY,13 10 2004
2004,13Oct,5,"And I've met wives who are supportive of their husbands or vice versa when they finally sort of broke out and allowed themselves to live who they were, who they felt God had made them.",AppealtoEmotion,Appeal to pity,KERRY,13 10 2004
2004,13Oct,5,"But I also believe that because we are the United States of America, we're a country with a great, unbelievable Constitution, with rights that we afford people, that you can't discriminate in the workplace.",AppealtoEmotion,Flag waving,KERRY,13 10 2004
2004,13Oct,5,"a great, unbelievable Constitution",AppealtoEmotion,Loaded Language,KERRY,13 10 2004
2004,13Oct,5,"a great, unbelievable Constitution",AppealtoEmotion,Loaded Language,KERRY,13 10 2004
2004,13Oct,5,"And I think if you were to talk to Dick Cheney's daughter, who is a lesbian, she would tell you that she's being who she was, she's being who she was born as.",AppealtoAuthority,False Authority,KERRY,13 10 2004
2004,13Oct,5,"But I disagree with them, as do many.",AppealtoAuthority,Appeal to popular opinion,KERRY,13 10 2004
2004,13Oct,5,"But I know this, that President Kennedy in his inaugural address told all of us that here on Earth, God's work must truly be our own.",AppealtoAuthority,False Authority,KERRY,13 10 2004
2004,13Oct,5,The president has never said whether or not he would do that. But we know from the people he's tried to appoint to the court he wants to.,AdHominem,Circumstantial Ad hominem,KERRY,13 10 2004
2004,13Oct,5,The president has never said whether or not he would do that. But we know from the people he's tried to appoint to the court he wants to.,AdHominem,Circumstantial Ad hominem,KERRY,13 10 2004
2012,16Oct,7,"But first of all, this is a nation of immigrants. We welcome people coming to this country as immigrants.",AppealtoEmotion,Flag waving,ROMNEY,16 10 2012
1996,09Oct,5,"tremendous courage, vision, wisdom, and leadership",AppealtoEmotion,Loaded Language,GORE,9 10 1996
1996,09Oct,5,"To think that Sam Nunn of Georgia or Colin Powell helped put together the coalition in the Persian Gulf were not even consulted. It was not only precipitous, it was a sign, not of strength, but of weakness.",AppealtoEmotion,Appeal to fear,KEMP,9 10 1996
1996,09Oct,5,"To think that Sam Nunn of Georgia or Colin Powell helped put together the coalition in the Persian Gulf were not even consulted. It was not only precipitous, it was a sign, not of strength, but of weakness.",AppealtoEmotion,Appeal to fear,KEMP,9 10 1996
1996,09Oct,5,It's unbelievable that we could cause a drop in the standard of living of a friendly country like Mexico by nearly 40 to 50 percent.,AppealtoEmotion,Flag waving,KEMP,9 10 1996
1996,09Oct,5,"The United States of America shouldn't be blamed for the management of Mexico's monetary policy. We helped our neighbor in an hour of need, and they survived. They're stronger. They're coming back. They paid us back, and we got a dividend in the process.",AppealtoEmotion,Flag waving,GORE,9 10 1996
1996,09Oct,5,"The United States of America shouldn't be blamed for the management of Mexico's monetary policy. We helped our neighbor in an hour of need, and they survived. They're stronger. They're coming back. They paid us back, and we got a dividend in the process.",AppealtoEmotion,Flag waving,GORE,9 10 1996
1996,09Oct,5,"The United States of America shouldn't be blamed for the management of Mexico's monetary policy. We helped our neighbor in an hour of need, and they survived. They're stronger. They're coming back. They paid us back, and we got a dividend in the process.",AppealtoEmotion,Flag waving,GORE,9 10 1996
1996,09Oct,5,"The United States of America shouldn't be blamed for the management of Mexico's monetary policy. We helped our neighbor in an hour of need, and they survived. They're stronger. They're coming back. They paid us back, and we got a dividend in the process.",AppealtoEmotion,Flag waving,GORE,9 10 1996
1996,09Oct,5,"The United States of America shouldn't be blamed for the management of Mexico's monetary policy. We helped our neighbor in an hour of need, and they survived. They're stronger. They're coming back. They paid us back, and we got a dividend in the process.",AppealtoEmotion,Flag waving,GORE,9 10 1996
1996,09Oct,5,"The United States of America shouldn't be blamed for the management of Mexico's monetary policy. We helped our neighbor in an hour of need, and they survived. They're stronger. They're coming back. They paid us back, and we got a dividend in the process.",AppealtoEmotion,Flag waving,GORE,9 10 1996
1996,09Oct,5,"As the President said the other night, there will always be troubles in this ol' world, but the United States of America can be counted on to provide the vision that the world looks for from the United States of America.",AppealtoAuthority,Without Evidence,GORE,9 10 1996
1996,09Oct,5,"Bill Clinton, as President, has provided that kind of leadership. We are more secure and stronger today because of Bill Clinton's handling of foreign policy.",FalseCause,False cause,GORE,9 10 1996
1996,09Oct,5,"Bill Clinton, as President, has provided that kind of leadership. We are more secure and stronger today because of Bill Clinton's handling of foreign policy.",FalseCause,False cause,GORE,9 10 1996
1996,09Oct,5,"We caused problems in the first place by denying Caribbean countries and third-world countries a chance to trade freely in the United States. It causes economic problems and turmoil, and then we turn around, as we did in Mexico, having to bail them out.",FalseCause,False cause,KEMP,9 10 1996
1996,09Oct,5,"We caused problems in the first place by denying Caribbean countries and third-world countries a chance to trade freely in the United States. It causes economic problems and turmoil, and then we turn around, as we did in Mexico, having to bail them out.",FalseCause,False cause,KEMP,9 10 1996
1996,09Oct,5,"""To do unto others to have them do unto you.""",Slogans,Slogan,KEMP,9 10 1996
1996,09Oct,5,"Diplomacy first, and don't bomb before breakfast.",Slogans,Slogan,KEMP,9 10 1996
1996,09Oct,5,"""Blame America First""",Slogans,Slogan,GORE,9 10 1996
1996,09Oct,5,"""Blame America First""",Slogans,Slogan,GORE,9 10 1996
1976,22Oct,15,The American people had lost faith and trust and confidence in the presidency itself.,AppealtoEmotion,Appeal to fear,FORD,22 10 1976
1976,22Oct,15,The American people had lost faith and trust and confidence in the presidency itself.,AppealtoEmotion,Appeal to fear,FORD,22 10 1976
1976,22Oct,15,"The American people are healed, are working together.",AppealtoEmotion,Flag waving,FORD,22 10 1976
1976,22Oct,15,"The American people are healed, are working together.",AppealtoEmotion,Flag waving,FORD,22 10 1976
1976,22Oct,15,"Our tax structure is a disgrace, it needs to be reformed.",AppealtoEmotion,Appeal to pity,CARTER,22 10 1976
1976,22Oct,15,"Our tax structure is a disgrace, it needs to be reformed.",AppealtoEmotion,Appeal to pity,CARTER,22 10 1976
1976,22Oct,15,"Our tax structure is a disgrace, it needs to be reformed.",AppealtoEmotion,Appeal to pity,CARTER,22 10 1976
1976,22Oct,15,a horrible mess,AppealtoEmotion,Loaded Language,CARTER,22 10 1976
1976,22Oct,15,"I believe that if we are inspired, if we can achieve a degree of unity, if we can set our goals high enough and work toward recognized goals with industry and labor and agriculture along with government at all levels, then we can achieve great things.",AppealtoEmotion,Flag waving,CARTER,22 10 1976
1976,22Oct,15,"I believe that if we are inspired, if we can achieve a degree of unity, if we can set our goals high enough and work toward recognized goals with industry and labor and agriculture along with government at all levels, then we can achieve great things.",AppealtoEmotion,Flag waving,CARTER,22 10 1976
1976,22Oct,15,"I believe that if we are inspired, if we can achieve a degree of unity, if we can set our goals high enough and work toward recognized goals with industry and labor and agriculture along with government at all levels, then we can achieve great things.",AppealtoEmotion,Flag waving,CARTER,22 10 1976
1976,22Oct,15,"I believe that if we are inspired, if we can achieve a degree of unity, if we can set our goals high enough and work toward recognized goals with industry and labor and agriculture along with government at all levels, then we can achieve great things.",AppealtoEmotion,Flag waving,CARTER,22 10 1976
1976,22Oct,15,"I believe that if we are inspired, if we can achieve a degree of unity, if we can set our goals high enough and work toward recognized goals with industry and labor and agriculture along with government at all levels, then we can achieve great things.",AppealtoEmotion,Flag waving,CARTER,22 10 1976
1976,22Oct,15,"I believe that if we are inspired, if we can achieve a degree of unity, if we can set our goals high enough and work toward recognized goals with industry and labor and agriculture along with government at all levels, then we can achieve great things.",AppealtoEmotion,Flag waving,CARTER,22 10 1976
1976,22Oct,15,"I believe that if we are inspired, if we can achieve a degree of unity, if we can set our goals high enough and work toward recognized goals with industry and labor and agriculture along with government at all levels, then we can achieve great things.",AppealtoEmotion,Flag waving,CARTER,22 10 1976
1976,22Oct,15,"I believe that if we are inspired, if we can achieve a degree of unity, if we can set our goals high enough and work toward recognized goals with industry and labor and agriculture along with government at all levels, then we can achieve great things.",AppealtoEmotion,Flag waving,CARTER,22 10 1976
1976,22Oct,15,"I believe that if we are inspired, if we can achieve a degree of unity, if we can set our goals high enough and work toward recognized goals with industry and labor and agriculture along with government at all levels, then we can achieve great things.",AppealtoEmotion,Flag waving,CARTER,22 10 1976
1976,22Oct,15,"The American people are moving again, and moving in the right direction.",Slogans,Slogan,FORD,22 10 1976
1976,22Oct,15,"The American people are moving again, and moving in the right direction.",Slogans,Slogan,FORD,22 10 1976
1976,22Oct,15,"""I believe our nation is greater than what we are now.""",Slogans,Slogan,CARTER,22 10 1976
1976,22Oct,15,"""I believe our nation is greater than what we are now.""",Slogans,Slogan,CARTER,22 10 1976
1976,22Oct,15,"""I believe our nation is greater than what we are now.""",Slogans,Slogan,CARTER,22 10 1976
2000,11Oct,7,It will be a huge down payment for a pretty darn good system.,AppealtoEmotion,Loaded Language,BUSH,11 10 2000
2000,11Oct,7,"And my case to the American people is, if you're happy with inactivity, stay with the horse.",AppealtoEmotion,Loaded Language,BUSH,11 10 2000
2000,11Oct,7,"And the budget plan that I've put out, according to the ""Los Angeles Times"" again, the way these things are typically measured as a percentage of the GDP, will bring government spending down to the lowest level in 50 years.",AppealtoAuthority,Without Evidence,GORE,11 10 2000
2000,11Oct,7,There is now a federal judge's opinion about the current management of this program ordering the State of Texas to do -- you should read that judge's language about this.,AppealtoAuthority,Without Evidence,GORE,11 10 2000
2000,11Oct,7,Let me just tell you who the jury is. The people of Texas.,AppealtoAuthority,Appeal to popular opinion,BUSH,11 10 2000
2000,11Oct,7,Let me just tell you who the jury is. The people of Texas.,AppealtoAuthority,Appeal to popular opinion,BUSH,11 10 2000
2000,11Oct,7,"And I was able to do so with a lot of Democrat votes, nearly 50% of the Hispanic vote, about 27% of the African-American vote, because people know I'm a conservative person and a compassionate person.",AppealtoAuthority,Without Evidence,BUSH,11 10 2000
2000,11Oct,7,"And I was able to do so with a lot of Democrat votes, nearly 50% of the Hispanic vote, about 27% of the African-American vote, because people know I'm a conservative person and a compassionate person.",AppealtoAuthority,Without Evidence,BUSH,11 10 2000
2000,11Oct,7,"First of all, let me say he's not for a government-run health care system? I thought that's exactly what he and Mrs. Clinton and them fought for in 1993 was a government-run health care system.",AdHominem,Circumstantial Ad hominem,BUSH,11 10 2000
2016,26Sep,2,tremendous,AppealtoEmotion,Loaded Language,TRUMP,26 9 2016
2016,26Sep,2,a tremendous job.I'm,AppealtoEmotion,Loaded Language,TRUMP,26 9 2016
2016,26Sep,2,a tremendous job.I'm,AppealtoEmotion,Loaded Language,TRUMP,26 9 2016
2016,26Sep,2,"down.We are in a big, fat, ugly bubble.",AppealtoEmotion,Loaded Language,TRUMP,26 9 2016
2016,26Sep,2,"down.We are in a big, fat, ugly bubble.",AppealtoEmotion,Loaded Language,TRUMP,26 9 2016
2016,26Sep,2,ripped off,AppealtoEmotion,Loaded Language,TRUMP,26 9 2016
2016,26Sep,2,disgraceful,AppealtoEmotion,Loaded Language,TRUMP,26 9 2016
2016,26Sep,2,mess,AppealtoEmotion,Loaded Language,TRUMP,26 9 2016
2016,26Sep,2,mess,AppealtoEmotion,Loaded Language,TRUMP,26 9 2016
2016,26Sep,2,tremendous,AppealtoEmotion,Loaded Language,TRUMP,26 9 2016
2016,26Sep,2,"Donald. I've met dishwashers, painters, architects, glass installers, marble installers, drapery installers, like my dad was, who you refused to pay when they finished the work that you asked them to do.We",AppealtoEmotion,Appeal to pity,CLINTON,26 9 2016
2016,26Sep,2,"Donald. I've met dishwashers, painters, architects, glass installers, marble installers, drapery installers, like my dad was, who you refused to pay when they finished the work that you asked them to do.We",AppealtoEmotion,Appeal to pity,CLINTON,26 9 2016
2016,26Sep,2,"do.We have an architect in the audience who designed one of your clubhouses at one of your golf courses. It's a beautiful facility. It immediately was put to use. And you wouldn't pay what the man needed to be paid, what he was charging you to do…",AppealtoEmotion,Appeal to pity,CLINTON,26 9 2016
2016,26Sep,2,"do.We have an architect in the audience who designed one of your clubhouses at one of your golf courses. It's a beautiful facility. It immediately was put to use. And you wouldn't pay what the man needed to be paid, what he was charging you to do…",AppealtoEmotion,Appeal to pity,CLINTON,26 9 2016
2016,26Sep,2,"do.We have an architect in the audience who designed one of your clubhouses at one of your golf courses. It's a beautiful facility. It immediately was put to use. And you wouldn't pay what the man needed to be paid, what he was charging you to do…",AppealtoEmotion,Appeal to pity,CLINTON,26 9 2016
2016,26Sep,2,"do.We have an architect in the audience who designed one of your clubhouses at one of your golf courses. It's a beautiful facility. It immediately was put to use. And you wouldn't pay what the man needed to be paid, what he was charging you to do…",AppealtoEmotion,Appeal to pity,CLINTON,26 9 2016
2016,26Sep,2,"do.We have an architect in the audience who designed one of your clubhouses at one of your golf courses. It's a beautiful facility. It immediately was put to use. And you wouldn't pay what the man needed to be paid, what he was charging you to do…",AppealtoEmotion,Appeal to pity,CLINTON,26 9 2016
2016,26Sep,2,an unbelievable company,AppealtoEmotion,Loaded Language,TRUMP,26 9 2016
2016,26Sep,2,an unbelievable company,AppealtoEmotion,Loaded Language,TRUMP,26 9 2016
2016,26Sep,2,"beautiful.But we have no leadership. And honestly, that starts with Secretary Clinton.",AdHominem,Ad hominem,TRUMP,26 9 2016
2016,26Sep,2,"beautiful.But we have no leadership. And honestly, that starts with Secretary Clinton.",AdHominem,Ad hominem,TRUMP,26 9 2016
2016,26Sep,2,"beautiful.But we have no leadership. And honestly, that starts with Secretary Clinton.",AdHominem,Ad hominem,TRUMP,26 9 2016
2016,26Sep,2,"Typical politician. All talk, no action.",AdHominem,Ad hominem,TRUMP,26 9 2016
2016,26Sep,2,"Typical politician. All talk, no action.",AdHominem,Ad hominem,TRUMP,26 9 2016
2016,26Sep,2,"Typical politician. All talk, no action.",AdHominem,Ad hominem,TRUMP,26 9 2016
2016,26Sep,2,"First, maybe he's not as rich as he says he is.",AdHominem,Ad hominem,CLINTON,26 9 2016
2016,26Sep,2,"Second, maybe he's not as charitable as he claims to be.Third",AdHominem,Ad hominem,CLINTON,26 9 2016
2016,26Sep,2,the King of Debt,AdHominem,"Name-Calling, Labeling",CLINTON,26 9 2016
1960,07Oct,3,I've heard them explain - try to explain - how they tell their children how they can go into a store and buy a loaf of bread but then can't go into that store and sit at the counter and get a Coca Cola.,AppealtoEmotion,Appeal to pity,NIXON,7 10 1960
1960,07Oct,3,this isn't just a Southern problem; it's a Northern problem and a Western problem; it's a problem for all of us.,AppealtoEmotion,Flag waving,NIXON,7 10 1960
